scenario_id,angle_deg,center_x_m,center_y_m,center_z_m,speed_m_s,velocity_x_m_s,velocity_y_m_s,trigger_current_m,trigger_predicted_m,trigger_ok,local1_ready,coarse_m,fast_m,fast_ms,hold_start_m,hold_min_m,hold_end_m,tail_safe,moving_away,feasible
79,-75.0,0.66,-0.24,0.3662453006383523,0.12,-0.1159110991546882,0.03105828541230249,0.2546931154696529,0.1957911403254071,False,False,nan,nan,nan,nan,nan,nan,False,False,False
80,-75.0,0.66,-0.24,0.3662453006383523,0.14,-0.13522961568046957,0.036234666314352904,0.2546931154696529,0.18609673671997962,False,False,nan,nan,nan,nan,nan,nan,False,False,False
81,-75.0,0.66,-0.16,0.3662453006383523,0.06,-0.0579555495773441,0.015529142706151244,0.1879979445145714,0.1606124306611108,False,False,nan,nan,nan,nan,nan,nan,False,False,False
82,-75.0,0.66,-0.16,0.3662453006383523,0.08,-0.07727406610312547,0.02070552360820166,0.1879979445145714,0.1553100250655867,False,False,nan,nan,nan,nan,nan,nan,False,False,False
83,-75.0,0.66,-0.16,0.3662453006383523,0.1,-0.09659258262890684,0.025881904510252074,0.1879979445145714,0.15023323524995152,False,False,nan,nan,nan,nan,nan,nan,False,False,False
84,-75.0,0.66,-0.16,0.3662453006383523,0.12,-0.1159110991546882,0.03105828541230249,0.1879979445145714,0.1453903449744177,False,False,nan,nan,nan,nan,nan,nan,False,False,False
85,-75.0,0.66,-0.16,0.3662453006383523,0.14,-0.13522961568046957,0.036234666314352904,0.1879979445145714,0.14078956173963575,False,False,nan,nan,nan,nan,nan,nan,False,False,False
86,-75.0,0.66,-0.08,0.3662453006383523,0.06,-0.0579555495773441,0.015529142706151244,0.11674913256168179,0.0883737326734923,False,False,nan,nan,nan,nan,nan,nan,False,False,False
87,-75.0,0.66,-0.08,0.3662453006383523,0.08,-0.07727406610312547,0.02070552360820166,0.11674913256168179,0.08265708806140351,False,False,nan,nan,nan,nan,nan,nan,False,False,False
88,-75.0,0.66,-0.08,0.3662453006383523,0.1,-0.09659258262890684,0.025881904510252074,0.11674913256168179,0.07721092786508804,False,False,nan,nan,nan,nan,nan,nan,False,False,False
89,-75.0,0.66,-0.08,0.3662453006383523,0.12,-0.1159110991546882,0.03105828541230249,0.11674913256168179,0.07204890693684732,False,False,nan,nan,nan,nan,nan,nan,False,False,False
90,-75.0,0.66,-0.08,0.3662453006383523,0.14,-0.13522961568046957,0.036234666314352904,0.11674913256168179,0.06718469343169092,False,False,nan,nan,nan,nan,nan,nan,False,False,False
91,-75.0,0.66,0.0,0.3662453006383523,0.06,-0.0579555495773441,0.015529142706151244,0.04811880778189104,0.01804028204905489,False,False,nan,nan,nan,nan,nan,nan,False,False,False
92,-75.0,0.66,0.0,0.3662453006383523,0.08,-0.07727406610312547,0.02070552360820166,0.04811880778189104,0.011871576048107652,False,False,nan,nan,nan,nan,nan,nan,False,False,False
93,-75.0,0.66,0.0,0.3662453006383523,0.1,-0.09659258262890684,0.025881904510252074,0.04811880778189104,0.006043212154643596,False,False,nan,nan,nan,nan,nan,nan,False,False,False
94,-75.0,0.66,0.0,0.3662453006383523,0.12,-0.1159110991546882,0.03105828541230249,0.04811880778189104,0.0005802802029865606,False,False,nan,nan,nan,nan,nan,nan,False,False,False
95,-75.0,0.66,0.0,0.3662453006383523,0.14,-0.13522961568046957,0.036234666314352904,0.04811880778189104,-0.004491705480115904,False,False,nan,nan,nan,nan,nan,nan,False,False,False
96,-75.0,0.66,0.08,0.3662453006383523,0.06,-0.0579555495773441,0.015529142706151244,-0.016882267037456544,-0.04901630880813554,False,False,nan,nan,nan,nan,nan,nan,False,False,False
97,-75.0,0.66,0.08,0.3662453006383523,0.08,-0.07727406610312547,0.02070552360820166,-0.016882267037456544,-0.05622724438719903,False,False,nan,nan,nan,nan,nan,nan,False,False,False
98,-75.0,0.66,0.08,0.3662453006383523,0.1,-0.09659258262890684,0.025881904510252074,-0.016882267037456544,-0.06301756478922466,False,False,nan,nan,nan,nan,nan,nan,False,False,False
99,-75.0,0.66,0.08,0.3662453006383523,0.12,-0.1159110991546882,0.03105828541230249,-0.016882267037456544,-0.06933115435557022,False,False,nan,nan,nan,nan,nan,nan,False,False,False
100,-75.0,0.66,0.08,0.3662453006383523,0.14,-0.13522961568046957,0.036234666314352904,-0.016882267037456544,-0.07510722591990904,False,False,nan,nan,nan,nan,nan,nan,False,False,False
101,-75.0,0.72,-0.24,0.3662453006383523,0.06,-0.0579555495773441,0.015529142706151244,0.2803522316786447,0.25085088950677475,False,False,nan,nan,nan,nan,nan,nan,False,False,False
102,-75.0,0.72,-0.24,0.3662453006383523,0.08,-0.07727406610312547,0.02070552360820166,0.2803522316786447,0.2446987654905067,False,False,nan,nan,nan,nan,nan,nan,False,False,False
103,-75.0,0.72,-0.24,0.3662453006383523,0.1,-0.09659258262890684,0.025881904510252074,0.2803522316786447,0.23870811851408946,False,False,nan,nan,nan,nan,nan,nan,False,False,False
104,-75.0,0.72,-0.24,0.3662453006383523,0.12,-0.1159110991546882,0.03105828541230249,0.2803522316786447,0.23288470336483222,False,False,nan,nan,nan,nan,nan,nan,False,False,False
105,-75.0,0.72,-0.24,0.3662453006383523,0.14,-0.13522961568046957,0.036234666314352904,0.2803522316786447,0.22723435265307984,False,False,nan,nan,nan,nan,nan,nan,False,False,False
106,-75.0,0.72,-0.16,0.3662453006383523,0.06,-0.0579555495773441,0.015529142706151244,0.20954591479607237,0.17892423088416126,False,False,nan,nan,nan,nan,nan,nan,False,False,False
107,-75.0,0.72,-0.16,0.3662453006383523,0.08,-0.07727406610312547,0.02070552360820166,0.20954591479607237,0.17229768745231164,False,False,nan,nan,nan,nan,nan,nan,False,False,False
108,-75.0,0.72,-0.16,0.3662453006383523,0.1,-0.09659258262890684,0.025881904510252074,0.20954591479607237,0.16585013476252158,False,False,nan,nan,nan,nan,nan,nan,False,False,False
109,-75.0,0.72,-0.16,0.3662453006383523,0.12,-0.1159110991546882,0.03105828541230249,0.20954591479607237,0.15958991217723958,False,False,nan,nan,nan,nan,nan,nan,False,False,False
110,-75.0,0.72,-0.16,0.3662453006383523,0.14,-0.13522961568046957,0.036234666314352904,0.20954591479607237,0.15352558204824834,False,False,nan,nan,nan,nan,nan,nan,False,False,False
111,-75.0,0.72,-0.08,0.3662453006383523,0.06,-0.0579555495773441,0.015529142706151244,0.14283492829255073,0.110946147513108,True,False,nan,nan,nan,nan,nan,nan,False,False,False
112,-75.0,0.72,-0.08,0.3662453006383523,0.08,-0.07727406610312547,0.02070552360820166,0.14283492829255073,0.10370283612590445,True,False,nan,nan,nan,nan,nan,nan,False,False,False
113,-75.0,0.72,-0.08,0.3662453006383523,0.1,-0.09659258262890684,0.025881904510252074,0.14283492829255073,0.09665458907298763,True,False,nan,nan,nan,nan,nan,nan,False,False,False
